Emoji_0,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Emoji_6,Emoji_7,Emoji_8,Emoji_9,Emoji_10,Emoji_11,Emoji_12,Emoji_13,Emoji_14,Emoji_15,Emoji_16,Emoji_17,Emoji_18,Emoji_19,Emoji_20,Emoji_21,Emoji_22,Emoji_23,Emoji_24,Emoji_25,Emoji_26,Emoji_27,Emoji_28,Emoji_29,Emoji_30,Emoji_31,Emoji_32,Emoji_33,Emoji_34,Emoji_35,Emoji_36,Emoji_37,Emoji_38,Emoji_39,Emoji_40,Emoji_41,Emoji_42,Emoji_43,Emoji_44,Emoji_45,Emoji_46,Emoji_47,Emoji_48,Emoji_49,Emoji_50,Emoji_51,Emoji_52,Emoji_53,Emoji_54,Emoji_55,Emoji_56,Emoji_57,Emoji_58,Emoji_59,Emoji_60,Emoji_61,Emoji_62,Emoji_63,x1,Emoji_0,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Emoji_6,Emoji_7,Emoji_8,Emoji_9,Emoji_10,Emoji_11,Emoji_12,Emoji_13,Emoji_14,Emoji_15,Emoji_16,Emoji_17,Emoji_18,Emoji_19,Emoji_20,Emoji_21,Emoji_22,Emoji_23,Emoji_24,Emoji_25,Emoji_26,Emoji_27,Emoji_28,Emoji_29,Emoji_30,Emoji_31,Emoji_32,Emoji_33,Emoji_34,Emoji_35,Emoji_36,Emoji_37,Emoji_38,Emoji_39,Emoji_40,Emoji_41,Emoji_42,Emoji_43,Emoji_44,Emoji_45,Emoji_46,Emoji_47,Emoji_48,Emoji_49,Emoji_50,Emoji_51,Emoji_52,Emoji_53,Emoji_54,Emoji_55,Emoji_56,Emoji_57,Emoji_58,Emoji_59
0,40,6,41,33,32,55,37,44,22,32,22,55,19,25,11,48,57,40,31,22,46,0,25,12,12,41,44,42,51,48,11,17,31,6,32,55,42,22,62,32,55,19,25,22,56,38,14,41,25,38,55,32,58,19,32,12,55,0,25,32,55,19,25,22,24,57,40,33,4,55,32,21,22,34,12,41,62,22,25,57,34,33,62,17,34,0,3,45,29,42,32,33,55,13,0,34,25,22,12,0,12,33,25,20,32,55,22,25,37,42,12,41,0,34,42,34,45,12,52,34,5,46,27,12
31,11,44,48,6,33,53,63,31,40,39,52,12,25,28,12,33,42,4,41,11,31,40,58,33,0,33,53,12,28,51,42,12,62,32,48,11,24,42,6,42,32,55,58,44,46,34,30,45,27,34,45,43,35,52,32,55,22,37,62,61,40,57,6,12,41,12,6,33,31,12,41,25,22,34,41,0,57,42,58,32,55,19,37,25,33,53,31,62,20,22,25,12,32,19,22,33,25,62,12,32,55,42,37,19,42,48,11,58,44,31,33,62,17,12,30,58,51,21,33,57,33,4,58,6
12,28,33,0,62,0,28,25,12,32,32,55,44,37,58,33,57,40,58,31,32,55,37,39,19,32,55,25,62,22,48,31,11,44,17,42,46,40,58,35,42,34,46,12,51,32,33,55,22,31,55,32,58,37,35,12,33,41,53,0,42,51,44,57,12,32,12,34,55,25,32,55,0,19,25,32,41,22,25,55,32,34,55,22,27,11,48,34,46,40,33,22,32,31,25,51,21,44,34,45,33,40,57,24,58,33,31,36,6,44,0,20,51,53,3,34,46,3,35,27,55,32,37,42,58
32,33,55,22,12,33,12,53,41,54,33,40,57,31,58,11,48,63,31,12,32,55,22,37,25,40,17,33,21,53,33,40,62,0,12,32,33,12,55,22,41,13,22,25,12,32,55,37,19,22,12,41,33,51,31,41,12,21,4,3,46,52,34,42,43,32,55,56,37,58,39,32,55,37,33,50,15,13,9,26,32,34,55,27,22,41,12,33,32,40,0,51,39,12,25,31,44,42,17,30,0,4,46,20,35,12,32,41,55,34,31,48,11,12,6,11,48,31,30,44,44,57,31,58,33
55,32,34,44,33,40,17,13,22,6,39,32,55,37,52,33,57,31,40,21,44,42,11,57,37,42,44,57,58,31,34,33,30,53,63,42,12,0,51,33,41,12,0,31,33,49,28,41,62,10,57,33,53,58,0,34,32,33,55,0,0,22,25,40,12,33,40,19,25,0,33,40,41,28,54,42,57,58,44,51,32,55,44,42,39,21,52,43,34,45,46,34,52,43,39,32,55,37,34,22,57,41,12,58,0,22,32,55,25,19,4,31,17,6,41,33,57,58,40,41,56,62,20,28,25
11,46,24,48,4,32,55,33,37,58,32,12,40,55,25,32,55,37,22,19,32,55,0,19,37,33,40,6,53,31,19,28,56,38,37,33,42,6,12,40,55,46,34,35,32,32,55,25,37,22,32,52,55,22,43,41,34,53,46,35,33,12,28,62,40,40,0,11,30,26,32,62,25,12,28,12,0,51,39,41,34,12,46,35,25,46,34,21,12,27,41,22,34,27,44,22,62,32,25,12,34,32,3,52,29,12,41,51,0,40,32,55,22,25,19,0,46,34,42,32,19,55,43,32,1
41,32,42,33,0,41,22,62,25,28,57,13,44,58,17,32,55,57,58,37,63,7,16,21,53,61,42,62,12,40,52,34,62,20,45,46,34,52,42,43,34,46,27,5,45,25,12,19,22,0,32,22,55,33,25,32,55,22,25,34,12,51,22,25,62,46,52,43,34,42,13,48,21,11,17,57,40,58,17,44,42,32,44,37,57,62,41,45,43,52,34,46,42,12,45,46,34,5,3,35,48,11,42,44,51,19,20,25,45,55,19,25,32,55,1,32,55,37,44,19,57,58,33,42,12
32,55,34,45,22,34,51,46,42,62,0,41,22,25,28,32,55,37,58,19,12,42,34,45,13,43,45,19,58,55,42,32,55,58,44,28,62,42,45,52,42,51,12,11,48,39,32,55,52,37,33,40,57,58,31,40,33,34,6,46,57,33,40,58,17,40,33,6,21,17,33,12,32,57,25,61,13,40,44,57,48,13,44,31,57,57,24,11,48,58,12,41,62,20,28,57,58,33,53,40,42,57,11,48,55,63,24,57,11,47,51,34,62,42,12,4,9,50,41,17,42,12,41,56,44
63,33,21,57,13,11,48,44,42,58,42,52,32,55,34,22,32,34,27,55,32,55,33,40,19,12,34,0,46,41,34,46,35,27,45,51,22,25,19,14,33,0,19,40,20,39,52,12,51,28,63,33,4,60,24,0,31,44,58,41,46,34,21,27,35,40,33,50,53,31,0,53,34,20,3,42,12,44,32,41,32,55,33,44,62,56,42,51,32,55,41,25,19,42,20,51,12,62,42,33,25,12,32,62,22,6,11,33,48,40,0,22,25,41,19,57,40,33,58,17,42,12,45,20,34
33,28,62,31,6,52,42,12,28,62,12,28,52,39,46,12,40,33,20,57,58,21,57,32,13,12,0,28,21,41,41,39,12,22,25,46,52,39,42,32,40,13,17,11,48,57,42,58,34,0,32,34,27,45,55,39,34,22,12,27,0,12,25,41,40,42,20,51,35,3,42,31,32,33,55,38,12,0,40,42,32,25,34,12,41,32,33,55,44,12,0,12,25,22,33,32,34,46,55,37,44,32,55,33,34,51,31,33,17,44,52,12,39,3,51,0,25,19,12,22,33,32,55,41,62
12,0,42,19,62,62,28,20,41,12,32,55,37,33,22,51,12,39,0,3,0,20,35,19,3,33,40,6,13,17,39,52,42,32,56,58,57,48,32,44,12,0,25,22,51,42,57,44,58,31,41,32,28,33,55,33,17,6,40,31,39,56,52,12,42,41,20,62,12,33,21,17,48,11,33,32,55,37,58,38,34,57,33,32,58,12,0,49,25,41,33,31,6,17,53,46,35,5,27,22,11,42,48,51,21,39,11,63,48,30,46,25,51,35,56,11,48,42,33,58,51,11,44,48,42
63,33,44,11,17,32,12,55,39,62,32,33,22,25,55,12,34,22,25,41,42,12,22,34,25,34,45,35,32,51,12,41,62,34,25,57,58,19,0,33,42,25,0,32,22,34,27,22,46,45,32,55,0,22,25,20,25,22,33,62,51,44,39,57,61,42,57,58,32,55,32,55,44,34,52,19,20,53,45,34,42,32,19,55,37,42,39,24,33,34,35,0,42,34,45,33,53,40,50,54,11,48,63,30,31,42,45,52,43,20,42,44,33,58,11,33,0,40,58,25,34,12,46,45,5
40,51,17,0,41,32,22,55,33,40,12,25,22,41,20,52,42,12,62,34,52,12,51,25,29,12,19,25,56,42,42,51,34,12,33,33,61,53,40,17,46,42,8,47,11,42,33,55,53,58,12,25,33,22,19,42,19,45,25,35,41,44,0,20,50,42,46,34,39,51,41,28,0,12,33,34,46,27,5,22,42,58,44,12,57,32,55,33,22,62,39,52,56,28,62,32,55,33,22,25,32,44,55,41,22,34,12,46,3,45,0,12,25,19,20,33,31,40,12,17,0,40,12,3,41
39,56,0,28,38,31,33,53,11,10,61,59,57,51,58,57,62,58,10,20,19,0,25,20,51,17,33,42,31,32,51,42,12,0,25,0,28,38,12,25,34,46,21,27,45,34,0,12,3,41,61,33,8,31,11,40,33,17,6,12,40,17,21,33,53,12,61,33,25,62,34,12,46,22,45,33,28,49,62,53,22,25,19,12,55,42,51,46,58,48,39,12,17,40,21,32,55,19,37,42,33,34,32,27,22,46,56,42,33,39,42,39,19,33,32,14,22,25,19,32,32,42,55,44,22
32,55,37,19,25,35,0,46,45,34,32,55,58,33,44,40,17,0,57,33,32,55,22,25,19,12,51,38,13,0,39,33,53,12,0,31,42,57,44,39,32,55,44,37,62,32,55,37,33,62,41,25,19,0,12,34,46,27,5,45,33,0,57,40,53,33,58,40,50,53,32,19,55,25,22,12,0,3,25,51,34,45,55,46,32,33,40,57,6,31,32,55,0,12,42,34,46,12,35,27,39,52,36,33,43,57,40,31,33,13,63,31,17,57,21,57,17,40,13,33,63,4,17,15,6
55,32,44,41,37,33,40,41,0,62,40,17,41,33,3,11,40,0,34,42,21,44,51,13,63,32,55,12,0,58,39,63,53,24,47,42,44,37,32,57,33,32,22,12,57,44,57,61,40,31,42,12,41,34,51,42,12,41,0,40,12,41,42,33,40,57,58,62,45,22,51,0,12,42,3,17,40,61,33,57,57,33,42,19,32,57,58,11,30,33,40,33,6,0,58,42,31,11,44,33,42,40,57,58,17,57,12,42,20,58,51,34,46,12,42,39,0,34,51,12,57,33,40,58,62
12,44,42,57,11,32,44,41,62,12,42,51,32,55,34,40,41,12,33,0,57,33,58,40,32,40,33,0,6,19,40,33,12,34,46,12,25,22,32,19,42,58,46,48,11,8,47,24,61,58,32,41,33,0,62,34,46,35,22,27,41,57,44,51,42,20,25,0,12,15,40,33,57,0,46,46,34,11,48,42,12,40,33,6,20,42,44,48,31,11,39,0,34,9,57,33,44,32,31,42,26,17,31,40,6,32,55,33,42,34,40,33,41,32,6,39,52,25,19,22,39,36,52,46,21
12,41,40,33,17,46,61,58,34,8,44,32,55,51,42,12,52,51,39,62,32,55,0,22,35,56,34,3,35,46,55,32,19,58,42,41,33,0,12,28,33,40,55,32,58,42,12,4,41,31,0,19,25,20,62,57,33,62,42,28,30,58,21,34,42,32,42,55,19,37,42,52,39,57,43,44,32,39,55,34,0,32,28,22,25,51,39,25,0,38,33,21,11,57,17,32,55,22,34,25,32,44,21,55,34,57,13,58,33,41,33,57,41,31,58,19,37,12,25,41,32,55,44,42,37
32,55,19,37,25,42,51,44,12,40,42,11,12,31,28,32,55,57,58,34,34,46,42,39,35,26,9,63,4,48,39,51,12,52,34,42,51,46,34,3,39,52,12,28,51,34,32,55,22,27,58,57,31,44,33,33,6,40,42,57,62,21,41,22,33,20,25,19,12,22,4,6,17,33,41,34,46,32,27,5,0,25,19,12,51,32,55,19,37,42,33,12,62,40,25,44,12,34,62,42,33,57,40,17,58,32,55,37,34,45,33,57,62,28,40,56,22,35,19,37,35,5,22,27,45
62,33,41,10,20,32,55,44,33,42,33,58,41,40,17,39,56,12,52,25,56,22,14,41,32,4,11,6,39,48,46,12,34,22,45,62,41,52,43,55,42,32,55,34,21,39,34,52,51,43,33,32,22,55,62,42,31,33,57,44,58,42,0,33,32,33,40,31,6,12,42,37,32,55,58,39,19,25,22,51,17,40,41,6,4,32,55,37,42,58,33,31,53,62,54,42,44,11,32,48,24,47,61,46,42,19,32,55,20,42,24,46,34,47,40,33,22,25,32,53,39,42,45,0,19
32,55,37,19,25,0,32,19,25,51,32,55,22,33,28,39,57,33,6,40,19,25,22,32,51,32,22,55,33,37,34,46,32,55,42,41,12,25,0,49,33,12,6,41,20,12,0,39,51,40,42,55,37,32,58,12,46,22,25,41,41,33,12,25,62,46,24,34,11,12,32,55,58,46,37,44,13,41,31,57,4,26,36,6,9,32,55,41,12,25,33,40,57,58,34,39,0,12,4,36,57,58,35,34,53,31,33,42,53,4,32,55,22,12,62,34,46,27,35,55,42,45,52,27,5
51,19,25,1,55,11,42,44,48,31,41,12,32,33,22,34,46,19,32,55,17,4,62,10,40,19,1,25,41,0,12,51,0,40,41,40,33,17,30,6,12,41,0,51,3,57,40,53,58,33,12,51,0,25,19,42,55,32,19,25,46,34,52,45,3,61,24,47,57,40,51,12,41,3,0,57,39,58,33,35,33,44,40,6,31,22,32,25,34,55,11,48,42,51,24,13,9,26,40,6,32,55,58,40,33,57,58,42,33,30,32,19,55,25,42,17,6,33,31,4,40,33,63,31,17
51,0,34,3,35,32,33,55,58,37,40,17,21,51,33,55,32,37,1,58,34,21,46,47,24,33,58,28,40,31,34,46,27,5,35,57,11,58,33,48,41,12,28,62,54,11,48,46,34,42,44,0,33,20,32,32,55,37,22,21,34,51,12,46,35,41,33,53,62,54,42,46,34,48,35,42,6,44,4,34,12,42,44,51,32,32,55,44,34,52,12,58,25,22,20,44,42,31,13,57,51,33,57,53,30,57,58,44,49,50,12,32,55,19,25,41,42,0,32,25,41,44,13,33,0
19,32,37,1,55,11,31,48,40,24,42,11,51,24,32,12,46,34,22,8,57,33,11,58,48,12,42,31,33,6,6,36,4,41,13,40,33,17,6,21,12,41,42,13,51,51,12,0,42,20,21,51,17,40,33,42,13,30,57,37,11,46,34,48,52,11,31,58,0,48,0,58,33,41,21,46,34,35,45,3,39,12,0,40,33,0,19,25,1,38,42,48,11,51,58,11,63,48,31,33,13,44,37,57,42,57,13,44,36,17,40,17,6,33,21,42,17,6,62,33,0,32,22,34,25
33,40,53,30,57,32,55,22,34,27,42,20,33,7,6,46,34,30,33,31,34,46,52,45,3,12,39,0,25,51,57,33,40,58,53,39,12,62,20,25,40,33,6,58,17,33,6,40,31,17,55,32,19,37,25,33,58,32,40,55,12,62,41,25,28,33,42,6,32,57,34,32,39,55,27,57,35,45,62,33,57,17,40,6,58,57,33,58,21,31,39,51,45,35,52,14,39,52,45,51,39,52,58,46,42,13,22,25,41,12,52,45,51,32,34,42,32,55,37,19,57,58,40,11,17
57,31,58,33,6,40,0,33,12,17,34,12,32,25,22,57,21,33,11,48,41,62,28,12,20,32,55,37,42,19,32,55,37,62,19,46,34,40,33,63,25,22,0,20,19,51,46,34,45,43,33,6,63,62,31,33,58,50,32,55,32,42,55,44,37,41,4,0,12,33,24,17,47,48,21,33,32,31,53,55,12,41,49,9,6,57,33,40,58,17,40,17,0,20,19,62,33,31,12,52,14,43,45,35,52,41,40,12,33,0,39,58,22,52,12,21,0,17,11,58,32,12,25,22,34
32,55,22,34,37,32,34,55,22,27,33,0,41,31,58,0,12,40,41,53,12,33,32,25,19,12,25,41,22,0,41,0,53,33,22,33,31,17,4,6,44,46,51,42,11,12,52,51,62,42,44,33,32,40,58,51,59,33,61,53,46,34,6,3,4,46,51,11,48,34,12,39,41,62,20,46,12,22,25,41,62,12,10,20,52,42,36,31,6,33,49,12,20,28,62,6,31,33,57,42,57,58,33,19,52,39,52,34,43,46,1,19,14,38,22,12,22,25,39,57,39,52,33,12,62
21,46,34,5,27,40,33,0,6,31,34,46,3,8,45,12,28,62,25,22,42,33,32,55,62,32,22,55,51,39,33,6,51,31,57,12,34,42,51,46,33,31,50,0,41,40,57,33,58,6,34,28,41,0,3,0,39,25,19,33,11,54,33,53,31,34,12,42,32,52,51,39,42,44,12,39,52,12,25,43,33,32,40,12,41,0,40,12,41,33,53,54,33,62,12,21,56,34,55,32,12,22,41,25,32,45,35,43,29,52,32,55,40,58,57,41,62,20,25,19,61,4,6,42,8
33,4,6,53,36,40,33,57,17,6,34,46,57,42,35,22,41,19,25,1,11,48,31,44,33,32,0,55,39,33,21,17,40,33,53,32,55,22,33,62,33,20,39,52,0,33,17,40,21,53,32,55,22,34,25,11,48,46,63,24,32,55,34,62,19,46,34,3,35,5,57,34,40,24,53,21,17,12,40,34,34,46,42,12,27,40,33,17,21,6,32,33,55,31,44,34,12,52,32,55,57,58,33,44,40,39,51,56,35,11,33,22,25,19,32,36,33,24,53,21,42,32,20,55,52
42,32,55,56,37,20,62,28,10,52,33,58,31,57,17,41,12,42,0,25,11,48,63,24,30,51,0,22,25,2,32,0,12,55,33,33,55,40,32,50,32,33,55,62,58,34,42,19,0,32,33,6,31,12,41,39,52,12,51,34,33,32,55,40,58,51,12,41,33,40,33,32,53,62,55,42,20,33,0,53,22,32,25,55,62,42,44,0,51,12,11,41,31,48,54,55,32,25,22,0,57,34,12,46,42,33,32,40,55,0,36,4,39,6,33,51,44,33,42,31,39,28,12,62,41
32,33,55,22,41,5,27,22,19,34,0,12,51,20,28,32,44,55,31,37,33,40,53,0,58,33,40,57,58,41,33,40,53,54,31,39,52,12,25,43,11,48,42,0,58,31,12,28,33,0,33,53,20,40,57,32,55,22,25,19,57,33,31,6,17,34,45,53,22,33,48,24,11,6,33,34,12,0,22,45,61,57,46,4,40,31,57,33,40,58,0,53,20,12,33,34,25,22,45,19,19,25,55,56,32,11,63,53,33,4,33,57,40,6,17,42,52,43,62,12,17,40,21,57,33
40,32,55,33,37,32,55,37,19,58,42,51,12,44,41,32,55,58,46,37,51,12,39,25,0,22,25,12,19,41,32,55,42,37,19,41,44,0,12,51,32,19,25,55,22,11,48,46,45,52,21,46,32,34,35,33,55,32,42,58,33,40,53,17,57,40,57,33,17,34,55,32,37,19,45,33,32,22,55,34,34,51,46,52,11,41,0,25,22,12,32,55,34,46,37,33,31,32,55,54,33,6,17,57,40,58,44,57,37,32,32,55,34,46,37,42,12,56,38,51,12,41,22,51,62
42,44,4,48,11,22,12,46,25,0,41,22,44,12,62,34,46,12,35,45,32,55,42,12,25,34,22,46,27,32,12,0,20,25,41,44,21,17,13,11,32,55,44,42,37,37,32,55,19,42,12,39,0,51,25,32,55,22,33,44,34,33,53,62,0,11,48,6,40,4,32,55,22,37,25,32,58,55,44,42,14,48,11,33,35,32,33,44,55,54,31,41,51,33,6,24,21,47,8,46,46,34,8,47,61,32,55,44,39,37,57,58,32,55,40,39,20,12,0,25,57,31,44,41,58
33,22,25,32,55,32,55,44,33,22,22,25,12,19,0,33,32,40,55,58,46,34,11,58,35,34,46,45,52,35,42,13,4,57,6,0,51,12,19,25,34,46,3,4,12,42,0,11,3,12,45,29,52,42,12,40,57,61,33,17,46,56,52,12,11,33,42,0,20,53,48,4,11,6,17,42,32,55,44,37,34,45,39,52,43,30,42,14,11,35,30,26,6,63,50,42,34,51,46,3,33,48,11,6,63,57,58,44,42,13,12,62,32,25,41,34,46,35,45,5,40,33,6,53,57
32,22,25,55,19,39,33,32,19,55,44,42,12,32,39,11,12,17,40,48,33,40,32,55,41,51,33,31,63,53,42,41,32,12,55,42,62,12,10,31,32,55,42,19,37,42,0,56,32,55,36,39,33,12,28,33,40,24,53,6,44,0,42,12,54,42,34,51,46,27,12,41,22,34,3,32,22,55,25,34,42,12,45,34,52,34,46,40,0,12,33,57,30,58,53,40,6,33,57,4,51,42,33,20,53,39,33,57,40,53,42,12,13,32,41,39,12,52,57,32,39,52,32,28,12
39,12,52,56,38,42,44,55,32,34,57,58,34,32,55,32,55,42,37,22,33,53,0,32,55,13,12,41,33,17,34,46,21,61,27,42,33,58,32,57,20,45,62,52,43,52,43,29,34,62,19,32,55,37,1,33,20,31,12,57,33,20,62,57,31,39,52,51,62,12,12,33,41,42,0,41,44,42,0,12,41,12,62,25,22,32,55,37,19,58,46,34,12,3,52,40,33,53,57,24,33,19,40,22,25,32,42,55,19,37,33,17,40,41,6,34,51,33,42,12,33,58,46,34,57
19,32,22,25,55,32,55,34,37,52,39,52,55,28,12,0,12,6,40,33,40,33,58,57,17,33,32,53,22,55,4,17,36,12,8,11,48,33,31,46,51,17,41,12,4,40,17,33,6,57,32,55,37,42,34,34,32,55,27,33,33,31,50,54,53,12,51,39,25,20,11,48,50,53,54,31,44,33,41,6,39,52,43,19,20,4,62,10,33,58,11,48,46,42,58,12,45,46,22,34,34,46,29,27,43,42,58,56,32,55,32,55,37,58,33,4,41,3,12,46,42,12,51,45,21
12,0,51,42,20,32,55,12,22,33,58,42,57,33,44,32,55,22,37,25,40,12,33,0,25,42,11,48,44,57,57,24,53,63,50,58,44,57,33,31,22,34,35,25,45,58,11,57,42,48,56,32,55,42,11,12,39,11,52,62,63,46,30,33,11,42,31,44,36,53,11,48,42,40,30,42,32,55,37,44,32,55,37,42,33,22,44,41,32,55,55,58,32,0,49,31,33,41,12,51,12,31,41,13,51,34,33,32,55,44,41,12,44,34,17,39,0,53,49,6,32,55,19,1,37
32,55,22,42,44,41,63,12,61,4,40,33,6,17,4,44,9,49,41,50,33,4,17,6,40,55,32,25,20,19,0,25,38,1,19,39,42,0,12,52,33,40,53,50,41,22,25,12,41,33,34,39,3,12,45,34,46,32,27,55,56,38,40,33,19,51,42,21,52,46,55,32,19,37,45,32,55,42,34,44,41,12,22,25,0,44,57,58,63,59,32,22,25,19,55,56,32,55,46,34,12,25,19,20,42,33,53,41,0,40,33,57,58,40,62,12,33,51,40,34,42,33,17,62,10
52,12,39,62,43,12,28,0,39,41,58,57,33,44,61,44,58,57,33,41,42,57,33,58,40,42,33,58,44,57,32,55,22,25,37,42,0,58,40,33,51,33,53,31,0,42,51,33,58,6,46,34,35,5,45,24,51,42,44,33,33,32,55,41,42,12,0,52,34,45,33,32,55,53,40,11,48,44,42,63,12,0,25,32,51,12,32,46,34,33,61,40,17,33,24,41,12,62,25,0,33,34,22,32,53,33,40,53,34,31,51,19,44,1,32,44,21,51,32,55,11,48,46,34,51
21,48,11,34,40,44,31,17,57,40,0,12,39,25,41,57,37,11,42,48,32,55,42,19,25,41,31,6,33,42,22,25,32,55,62,55,32,34,46,43,0,26,1,19,55,3,12,34,51,0,19,25,42,20,0,41,56,25,19,22,44,41,57,31,33,31,33,17,6,53,33,22,32,41,28,4,11,6,48,17,33,58,32,55,50,31,17,33,57,6,20,44,62,11,53,32,55,33,19,37,46,35,5,34,13,41,4,17,12,3,42,19,20,33,25,11,21,48,34,57,44,11,48,31,56
0,51,12,25,19,33,63,40,4,6,32,55,25,22,33,51,12,22,32,25,32,55,22,62,28,34,32,46,55,27,57,33,40,58,6,57,33,21,58,40,12,0,62,25,39,51,17,33,40,57,19,32,55,1,0,34,5,27,22,46,19,25,22,1,37,22,41,33,25,12,33,10,53,21,57,4,57,33,6,40,33,57,58,31,53,34,46,0,40,12,33,53,0,25,20,31,44,33,57,30,40,32,33,55,44,31,30,33,57,58,32,22,34,12,62,32,55,37,19,1,42,51,0,44,20
51,12,0,3,25,57,44,32,58,11,42,32,55,58,33,40,6,48,11,57,0,51,46,34,3,12,25,22,0,42,42,58,57,44,51,21,17,34,40,33,40,13,57,58,17,51,34,3,12,35,13,41,12,0,51,12,0,25,19,20,0,12,25,41,40,33,31,4,53,6,33,57,58,32,44,39,6,4,12,37,22,56,41,13,25,14,56,55,32,30,48,11,44,51,6,46,5,35,34,27,20,33,57,28,62,4,6,33,0,31,11,30,33,34,48,32,55,44,41,12,44,17,31,40,62
39,0,58,51,25,56,11,37,19,62,46,34,5,27,35,33,40,53,54,28,34,22,12,46,27,34,33,6,40,12,51,0,3,12,25,0,12,42,41,11,32,55,34,37,27,19,32,55,37,43,17,30,21,11,63,46,34,58,35,40,46,34,27,52,5,12,51,41,44,17,32,55,33,44,12,19,55,32,0,42,58,57,51,0,40,33,57,58,40,34,12,25,22,19,41,32,55,22,37,19,6,17,33,40,61,22,41,12,25,32,41,42,51,12,44,39,12,0,33,25,0,58,55,32,22
32,55,19,25,37,46,51,34,35,5,32,55,19,37,34,42,33,53,40,46,22,32,55,27,25,32,55,22,25,37,32,55,37,19,34,33,28,41,32,12,32,55,19,37,42,42,19,32,20,25,44,48,6,11,36,57,33,58,24,17,12,4,41,39,0,41,12,25,22,0,19,25,12,0,32,12,39,41,0,51,34,46,27,51,52,39,4,0,20,3,32,55,19,37,42,57,40,11,6,42,0,51,3,40,12,12,48,6,11,33,0,51,3,26,41,21,17,33,48,11,34,32,55,27,46
41,12,22,25,0,32,55,33,37,44,40,33,53,6,0,22,25,28,0,14,12,32,52,34,62,25,22,12,62,32,40,57,33,58,46,12,39,11,51,44,32,55,37,22,62,33,57,0,40,53,11,48,40,33,57,32,55,19,22,25,42,58,55,32,21,20,12,25,62,42,32,55,33,44,37,12,32,33,41,55,46,34,35,45,5,42,11,31,44,48,40,57,44,33,58,32,55,22,0,25,32,55,34,33,22,44,32,33,54,0,31,41,44,40,6,4,6,12,41,39,25,22,12,41,32
32,55,37,19,33,32,55,34,22,19,42,12,4,26,0,58,57,51,40,0,21,34,46,45,5,57,13,58,33,44,55,32,25,39,56,42,32,55,19,37,37,44,31,0,12,42,41,44,12,0,40,33,17,21,6,33,57,31,40,44,12,25,20,19,22,36,39,6,0,33,34,46,51,12,45,34,46,3,55,32,34,46,42,27,35,33,53,58,40,57,33,57,40,32,17,33,35,34,46,20,0,51,3,19,32,38,0,25,22,12,40,4,6,61,8,40,33,6,53,17,11,48,27,37,55
11,48,42,44,51,33,8,63,47,61,32,55,25,62,22,36,6,17,40,33,61,33,8,58,57,11,48,57,13,17,21,63,8,7,53,33,12,6,40,8,33,31,53,57,10,63,7,8,53,18,32,0,55,51,37,32,55,19,0,44,40,46,34,35,33,19,12,41,25,62,40,58,19,33,42,60,18,63,59,8,22,12,32,41,25,15,33,6,9,16,24,57,34,21,16,42,44,58,13,57,57,58,33,37,45,24,47,21,61,8,33,53,31,57,44,32,34,44,55,58,57,40,24,6,42
34,46,12,45,27,41,62,50,22,32,33,32,53,55,54,34,32,55,46,37,32,55,44,42,25,44,54,33,11,31,32,55,19,25,37,32,34,55,46,44,34,41,46,33,44,34,46,45,27,32,17,40,21,33,12,42,57,58,33,17,33,40,6,17,58,46,34,3,58,55,42,48,11,44,31,46,34,27,35,45,46,34,32,22,33,40,33,58,57,17,40,33,31,57,58,11,57,48,42,32,44,32,55,37,62,0,34,46,32,22,41,12,25,22,0,34,46,3,35,27,57,33,40,58,17
32,55,42,37,34,12,39,41,33,25,33,57,30,21,40,39,52,34,12,43,46,11,34,5,48,57,12,42,34,51,39,46,52,34,42,32,55,37,19,25,56,46,55,38,32,32,55,37,1,22,46,24,47,8,34,32,55,0,56,25,33,6,40,17,13,33,40,57,12,34,57,61,40,17,58,33,11,31,6,61,42,45,35,52,43,42,12,44,11,51,44,34,57,58,12,42,4,33,6,46,32,55,37,19,0,32,55,33,25,22,40,41,0,12,33,11,58,57,48,17,33,40,32,55,57
32,39,55,22,52,32,55,37,42,25,22,28,25,33,12,6,17,33,40,4,12,62,25,28,52,34,12,51,45,3,32,34,46,55,27,31,33,6,54,50,32,55,22,37,25,32,55,22,25,37,33,40,57,58,53,39,12,56,38,41,46,34,27,5,22,22,25,41,19,32,11,48,56,19,1,34,46,32,22,55,11,48,44,40,33,32,33,55,22,40,42,51,11,46,48,42,34,46,51,27,32,55,37,44,34,0,51,25,12,19,21,44,32,55,11,11,48,44,17,31,12,22,28,46,41
41,12,28,62,31,12,39,52,25,19,33,31,32,44,54,39,52,12,32,51,32,51,19,25,55,33,32,55,40,58,46,4,3,34,24,32,55,22,33,25,11,48,46,34,12,33,32,34,55,27,34,42,46,27,45,39,32,55,42,52,32,12,22,62,25,12,39,51,28,42,31,6,4,33,11,40,46,17,58,34,33,58,57,41,6,40,33,17,6,57,12,28,39,62,52,32,55,44,42,11,31,6,33,17,44,25,41,12,22,62,33,6,40,17,63,34,17,48,46,35,25,0,19,12,51
